total_syn,req_size,req_type,topo_size,increment_type
5.39E-05,2,simple,small,TRUE
3.25E-05,2,order,small,FALSE
3.36E-05,2,order,small,TRUE
2.86E-05,4,simple,small,FALSE
7.52E-05,4,simple,small,TRUE
5.26E-05,4,order,small,FALSE
4.39E-05,4,order,small,TRUE
4.64E-05,8,simple,small,FALSE
5.19E-05,8,simple,small,TRUE
5.77E-05,8,order,small,FALSE
8.01E-05,8,order,small,TRUE
5.60E-05,16,simple,small,FALSE
7.68E-05,16,simple,small,TRUE
6.28E-05,16,order,small,FALSE
7.13E-05,16,order,small,TRUE
7.65E-05,2,simple,small,FALSE
7.12E-05,2,simple,small,TRUE
6.47E-05,2,order,small,FALSE
6.13E-05,2,order,small,TRUE
8.74E-05,4,simple,small,FALSE
5.89E-05,4,simple,small,TRUE
3.62E-05,4,order,small,FALSE
3.26E-05,4,order,small,TRUE
3.46E-05,8,simple,small,FALSE
3.58E-05,8,simple,small,TRUE
3.19E-05,8,order,small,FALSE
6.45E-05,8,order,small,TRUE
5.51E-05,16,simple,small,FALSE
7.87E-05,16,simple,small,TRUE
5.69E-05,16,order,small,FALSE
9.06E-05,16,order,small,TRUE
8.70E-05,2,simple,small,FALSE
4.35E-05,2,simple,small,TRUE
3.56E-05,2,order,small,FALSE
3.69E-05,2,order,small,TRUE
3.79E-05,4,simple,small,FALSE
4.97E-05,4,simple,small,TRUE
5.88E-05,4,order,small,FALSE
6.39E-05,4,order,small,TRUE
5.03E-05,8,simple,small,FALSE
5.34E-05,8,simple,small,TRUE
6.37E-05,8,order,small,FALSE
7.05E-05,8,order,small,TRUE
7.82E-05,16,simple,small,FALSE
7.71E-05,16,simple,small,TRUE
8.35E-05,16,order,small,FALSE
7.43E-05,16,order,small,TRUE
6.51E-05,2,simple,small,FALSE
5.56E-05,2,simple,small,TRUE
5.65E-05,2,order,small,FALSE
5.13E-05,2,order,small,TRUE
4.53E-05,4,simple,small,FALSE
4.69E-05,4,simple,small,TRUE
7.77E-05,4,order,small,FALSE
6.72E-05,4,order,small,TRUE
5.41E-05,8,simple,small,FALSE
5.29E-05,8,simple,small,TRUE
6.22E-05,8,order,small,FALSE
6.61E-05,8,order,small,TRUE
6.19E-05,16,simple,small,FALSE
8.44E-05,16,simple,small,TRUE
6.84E-05,16,order,small,FALSE
7.51E-05,16,order,small,TRUE
6.91E-05,2,simple,small,FALSE
6.96E-05,2,simple,small,TRUE
5.22E-05,2,order,small,FALSE
5.89E-05,2,order,small,TRUE
6.35E-05,4,simple,small,FALSE
5.45E-05,4,simple,small,TRUE
3.37E-05,4,order,small,FALSE
3.14E-05,4,order,small,TRUE
3.04E-05,8,simple,small,FALSE
5.02E-05,8,simple,small,TRUE
5.94E-05,8,order,small,FALSE
6.26E-05,8,order,small,TRUE
6.13E-05,16,simple,small,FALSE
5.14E-05,16,simple,small,TRUE
5.91E-05,16,order,small,FALSE
7.98E-05,16,order,small,TRUE
5.97E-05,2,simple,mid,FALSE
6.53E-05,2,simple,mid,TRUE
6.91E-05,2,order,mid,FALSE
8.17E-05,2,order,mid,TRUE
7.83E-05,4,simple,mid,FALSE
8.55E-05,4,simple,mid,TRUE
6.84E-05,4,order,mid,FALSE
7.73E-05,4,order,mid,TRUE
7.13E-05,8,simple,mid,FALSE
7.11E-05,8,simple,mid,TRUE
7.33E-05,8,order,mid,FALSE
7.52E-05,8,order,mid,TRUE
8.58E-05,16,simple,mid,FALSE
8.66E-05,16,simple,mid,TRUE
8.76E-05,16,order,mid,FALSE
8.01E-05,16,order,mid,TRUE
6.55E-05,2,simple,mid,FALSE
5.81E-05,2,simple,mid,TRUE
4.55E-05,2,order,mid,FALSE
7.49E-05,2,order,mid,TRUE
6.27E-05,4,simple,mid,FALSE
7.22E-05,4,simple,mid,TRUE
6.95E-05,4,order,mid,FALSE
7.48E-05,4,order,mid,TRUE
9.20E-05,8,simple,mid,FALSE
7.63E-05,8,simple,mid,TRUE
6.63E-05,8,order,mid,FALSE
6.04E-05,8,order,mid,TRUE
7.23E-05,16,simple,mid,FALSE
7.85E-05,16,simple,mid,TRUE
7.47E-05,16,order,mid,FALSE
8.25E-05,16,order,mid,TRUE
6.290000000.018841,2,simple,small,FALSE
0.0003168,2,simple,small,TRUE
6.51E-05,2,order,small,FALSE
7.66E-05,2,order,small,TRUE
6.58E-05,4,simple,small,FALSE
7.52E-05,4,simple,small,TRUE
8.23E-05,4,order,small,FALSE
8.72E-05,4,order,small,TRUE
6.48E-05,8,simple,small,FALSE
8.21E-05,8,simple,small,TRUE
8.72E-05,8,order,small,FALSE
8.13E-05,8,order,small,TRUE
7.69E-05,16,simple,small,FALSE
8.03E-05,16,simple,small,TRUE
7.59E-05,16,order,small,FALSE
7.98E-05,16,order,small,TRUE
9.50E-05,2,simple,small,FALSE
7.25E-05,2,simple,small,TRUE
5.21E-05,2,order,small,FALSE
5.00E-05,2,order,small,TRUE
4.44E-05,4,simple,small,FALSE
5.88E-05,4,simple,small,TRUE
7.75E-05,4,order,small,FALSE
7.39E-05,4,order,small,TRUE
6.91E-05,8,simple,small,FALSE
8.12E-05,8,simple,small,TRUE
7.12E-05,8,order,small,FALSE
8.35E-05,8,order,small,TRUE
0.0001127,16,simple,small,FALSE
0.000103,16,simple,small,TRUE
7.94E-05,16,order,small,FALSE
8.81E-05,16,order,small,TRUE
6.03E-05,2,simple,small,FALSE
6.99E-05,2,simple,small,TRUE
6.56E-05,2,order,small,FALSE
7.52E-05,2,order,small,TRUE
7.66E-05,4,simple,small,FALSE
7.62E-05,4,simple,small,TRUE
7.71E-05,4,order,small,FALSE
7.56E-05,4,order,small,TRUE
7.51E-05,8,simple,small,FALSE
7.79E-05,8,simple,small,TRUE
6.58E-05,8,order,small,FALSE
7.71E-05,8,order,small,TRUE
8.55E-05,16,simple,small,FALSE
8.72E-05,16,simple,small,TRUE
8.62E-05,16,order,small,FALSE
9.77E-05,16,order,small,TRUE
8.43E-05,2,simple,small,FALSE
9.02E-05,2,simple,small,TRUE
8.67E-05,2,order,small,FALSE
9.57E-05,2,order,small,TRUE
9.25E-05,4,simple,small,FALSE
8.44E-05,4,simple,small,TRUE
6.26E-05,4,order,small,FALSE
6.87E-05,4,order,small,TRUE
7.49E-05,8,simple,small,FALSE
9.92E-05,8,simple,small,TRUE
9.63E-05,8,order,small,FALSE
9.97E-05,8,order,small,TRUE
0.0001222,16,simple,small,FALSE
0.0001075,16,simple,small,TRUE
0.0001002,16,order,small,FALSE
0.0001074,16,order,small,TRUE
8.65E-05,2,simple,small,FALSE
9.30E-05,2,simple,small,TRUE
8.24E-05,2,order,small,FALSE
9.45E-05,2,order,small,TRUE
8.98E-05,4,simple,small,FALSE
9.63E-05,4,simple,small,TRUE
8.40E-05,4,order,small,FALSE
8.88E-05,4,order,small,TRUE
0.0001016,8,simple,small,FALSE
8.97E-05,8,simple,small,TRUE
8.87E-05,8,order,small,FALSE
0.0001032,8,order,small,TRUE
0.0001081,16,simple,small,FALSE
0.000108,16,simple,small,TRUE
0.0001067,16,order,small,FALSE
0.0001121,16,order,small,TRUE
0.0002346,2,simple,mid,FALSE
0.0001053,2,simple,mid,TRUE
9.02E-05,2,order,mid,FALSE
0.0001077,2,order,mid,TRUE
0.0001023,4,simple,mid,FALSE
0.0001046,4,simple,mid,TRUE
9.29E-05,4,order,mid,FALSE
0.0001011,4,order,mid,TRUE
0.0001034,8,simple,mid,FALSE
0.0001084,8,simple,mid,TRUE
0.0001001,8,order,mid,FALSE
9.93E-05,8,order,mid,TRUE
9.62E-05,16,simple,mid,FALSE
0.0001108,16,simple,mid,TRUE
0.0001136,16,order,mid,FALSE
0.000121,16,order,mid,TRUE
9.37E-05,2,simple,mid,FALSE
0.0001073,2,simple,mid,TRUE
9.94E-05,2,order,mid,FALSE
0.0001044,2,order,mid,TRUE
0.0001012,4,simple,mid,FALSE
9.58E-05,4,simple,mid,TRUE
9.68E-05,4,order,mid,FALSE
0.0001079,4,order,mid,TRUE
0.0001039,8,simple,mid,FALSE
0.0001148,8,simple,mid,TRUE
0.0001063,8,order,mid,FALSE
0.0001135,8,order,mid,TRUE
0.000146,16,simple,mid,FALSE
0.0001203,16,simple,mid,TRUE
0.0001563,16,order,mid,FALSE
0.0001253,16,order,mid,TRUE
0.0001159,2,simple,mid,FALSE
0.0001238,2,simple,mid,TRUE

